,companyId,positionId,positionNameByMe,industryField,education,workYear,city,positionAdvantage,salary,positionName,companyShortName,companyFullName,companySize,district,latitude,longitude,firstType,secondType,financeStage,jobNature
52,102685,4757404,数据分析,数据服务,本科,3-5年,深圳,"五险一金,午餐补助,补充医疗,14薪",15k-25k,数据分析师-深圳,神策数据,神策网络科技（北京）有限公司,150-500人,南山区,22.528953,113.945036,产品|需求|项目类,数据分析,C轮,全职
53,370359,5457704,数据分析,电子商务,本科,3-5年,深圳,13薪 晋升通道 公司氛围nice,10k-20k,数据分析师/ BI工程师,艾姆诗（IMC）,深圳市艾姆诗数码科技有限公司,500-2000人,龙华新区,22.665738,114.040781,开发|测试|运维类,数据开发,C轮,全职
54,451,5750498,数据分析,"移动互联网 ,游戏",本科,3-5年,深圳,海量数据、高并发、互联网金融,23k-46k,18436-数据分析/挖掘高级工程师（深圳）,腾讯,腾讯科技（深圳）有限公司,2000人以上,南山区,22.522641,113.934494,开发|测试|运维类,数据开发,上市公司,全职
55,110641,5778984,数据分析,"金融,数据服务",本科,不限,深圳,精英团队，弹性工作，超长年假，福利优厚,10k-20k,数据分析师（深圳）,CreditX,上海氪信信息技术有限公司,50-150人,南山区,22.545769,113.945772,开发|测试|运维类,数据开发,B轮,全职
56,284998,5806135,数据分析,"金融,移动互联网",本科,1-3年,深圳,腾讯控股公司、不需要融资,10k-20k,数据分析师,WeSure微保,微民保险代理有限公司,150-500人,南山区,22.541047,113.932749,产品|需求|项目类,数据分析,不需要融资,全职
57,917,2857336,数据分析,"移动互联网,数据服务",本科,3-5年,深圳,"数据量大,攻城狮氛围,牛人多,弹性工作",20k-30k,高级数据分析师,极光,深圳市和讯华谷信息技术有限公司,500-2000人,南山区,22.550007,113.907458,开发|测试|运维类,数据开发,上市公司,全职
58,6566,5730912,数据分析,"移动互联网,电子商务",本科,5-10年,深圳,大平台、年终奖、薪酬面谈,15k-30k,大数据分析师,金蝶,金蝶软件（中国）有限公司,2000人以上,南山区,22.534123,113.95479,开发|测试|运维类,数据开发,上市公司,全职
59,3826,3533819,数据分析,"移动互联网,电子商务",大专,1-3年,深圳,"地铁口便捷,发展空间大,重视程度高",8k-15k,数据分析师,土拨鼠,浙江土拨鼠网络科技有限公司,150-500人,宝安区,22.575673,113.866041,产品|需求|项目类,数据分析,A轮,全职
60,35565,5523109,数据分析,"移动互联网,数据服务",本科,不限,深圳,大数据人工智能；名校系大牛；技术氛围浓,8k-15k,数据分析师（汽车行业）,一面数据,深圳市一面网络技术有限公司,50-150人,南山区,22.54064,113.939945,开发|测试|运维类,数据开发,A轮,全职
61,174527,5524923,数据分析,"电子商务,硬件",不限,不限,深圳,"五险一金,周末双休,水果下午茶,",6k-10k,数据分析师（用户）,立创商城,深圳市立创电子商务有限公司,150-500人,福田区,22.549496,114.042568,产品|需求|项目类,数据分析,A轮,全职
62,11889,5804947,数据分析,金融,本科,3-5年,深圳,"工作氛围好,福利待遇好",10k-15k,数据分析及挖掘岗,中国中投证券,中国中投证券有限责任公司,2000人以上,福田区,22.538884,114.063636,开发|测试|运维类,数据开发,不需要融资,全职
63,451,5574590,数据分析,"移动互联网 ,游戏",本科,3-5年,深圳,大平台 新业务,20k-40k,29912-数据分析-运营开发,腾讯,腾讯科技（深圳）有限公司,2000人以上,南山区,22.5227,113.935173,开发|测试|运维类,数据开发,上市公司,全职
64,62363,5463328,数据分析,"生活服务,硬件",本科,3-5年,深圳,"世界五百强,地产龙头企,薪资福利佳。",18k-30k,数据分析工程师,万科,万翼科技有限公司,2000人以上,南山区,22.526905,113.941629,产品|需求|项目类,数据分析,上市公司,全职
65,493148,5592385,数据分析,移动互联网,本科,3-5年,深圳,"五险一金,绩效奖金,带薪年假,定期体检",15k-30k,47213E-数据分析工程师,平安智慧城,平安国际智慧城市科技股份有限公司,2000人以上,南山区,22.501203,113.888115,开发|测试|运维类,数据开发,不需要融资,全职
66,516792,5654895,数据分析,"移动互联网,金融",本科,1-3年,深圳,五险一金、餐补,30k-50k,数据分析经理,深圳市特快科技有限公司,深圳市特快科技有限公司,150-500人,南山区,22.569215,113.953419,产品|需求|项目类,数据分析,不需要融资,全职
67,497855,5624879,数据分析,"移动互联网,区块链",本科,3-5年,深圳,五险一金、周末双休、带薪年假、晋升快,10k-20k,数据分析主管,深圳市盛达瑞智能科技有限公司,深圳市盛达瑞智能科技有限公司,50-150人,南山区,22.547674,113.945686,开发|测试|运维类,数据开发,不需要融资,全职
68,917,5726171,数据分析,"移动互联网,数据服务",本科,3-5年,深圳,"五险一金,奖金丰厚,福利多多,定期体检",25k-35k,数据分析主管,极光,深圳市和讯华谷信息技术有限公司,500-2000人,南山区,22.550224,113.908469,产品|需求|项目类,数据分析,上市公司,全职
69,317003,5763416,数据分析,"移动互联网,数据服务",本科,3-5年,深圳,海外市场 数据 流量,15k-30k,数据分析经理,远趣科技,深圳远趣科技有限公司,50-150人,福田区,22.537875,114.051086,产品|需求|项目类,数据分析,不需要融资,全职
70,11885,5228770,数据分析,企业服务,本科,3-5年,深圳,"上市集团,内部正编,大平台,发展空间大",5k-10k,数据分析专员,世联行,深圳世联行地产顾问股份有限公司,2000人以上,南山区,22.541245,113.94157,产品|需求|项目类,数据分析,上市公司,全职
71,138346,5610903,数据分析,金融,本科,不限,深圳,氛围好 有前景,20k-35k,数据分析经理,恒信永利,深圳市瑞宝麟财富投资管理有限公司,2000人以上,南山区,22.568812,113.953478,金融类,风控,不需要融资,全职
72,128065,4230035,数据分析,"企业服务,金融",硕士,5-10年,深圳,"平台好,创新型,发展迅速,股权期权",38k-65k,数据分析总监,深圳白骑士大数据有限公司,深圳白骑士大数据有限公司,50-150人,南山区,22.99368,113.993578,开发|测试|运维类,数据开发,A轮,全职
73,19875,5574907,数据分析,移动互联网,本科,1-3年,深圳,"弹性工作,团队大牛多,试用期全薪",6k-8k,助理数据分析专员,vivo,维沃移动通信有限公司,2000人以上,福田区,22.567644,114.060414,开发|测试|运维类,数据开发,未融资,全职
74,284998,5345877,数据分析,"金融,移动互联网",硕士,3-5年,深圳,发展前景,15k-30k,数据分析工程师,WeSure微保,微民保险代理有限公司,150-500人,南山区,22.541047,113.932749,开发|测试|运维类,数据开发,不需要融资,全职
75,497855,5719785,数据分析,"移动互联网,区块链",本科,5-10年,深圳,5天7小时 扁平化管理,15k-25k,数据分析主管,深圳市盛达瑞智能科技有限公司,深圳市盛达瑞智能科技有限公司,50-150人,南山区,22.547674,113.945686,开发|测试|运维类,数据开发,不需要融资,全职
76,451,4608137,数据分析,"移动互联网 ,游戏",硕士,3-5年,深圳,"氛围和谐,福利齐全,长期激励,年度旅游",25k-40k,风控（海外）策略及数据分析工程师（深圳）,腾讯,腾讯科技（深圳）有限公司,2000人以上,南山区,22.538841,113.953476,开发|测试|运维类,数据开发,上市公司,全职
77,353834,5583653,数据分析,"移动互联网,生活服务",本科,3-5年,深圳,空间大，牛人多，环境好,15k-30k,数据分析工程师,小黄狗环保科技有限公...,小黄狗环保科技有限公司,2000人以上,南山区,22.540908,113.953026,产品|需求|项目类,数据分析,D轮及以上,全职
78,128998,5650495,数据分析,"移动互联网,金融",本科,3-5年,深圳,"专项奖金,五险一金,交通补助,带薪年假",10k-20k,数据分析师,海万科技,上海海万信息科技股份有限公司,500-2000人,福田区,22.535702,114.053855,产品|需求|项目类,数据分析,不需要融资,全职
79,435365,5599213,数据分析,"移动互联网,电子商务",硕士,3-5年,深圳,极具挑战的工作内容,20k-40k,数据分析专家,卓轩科技,珠海市卓轩科技有限公司,50-150人,南山区,22.528499,113.923552,开发|测试|运维类,数据开发,A轮,全职
80,48903,5163293,数据分析,其他,本科,3-5年,深圳,"五险一金,带薪年假,团建活动,上市公司",15k-30k,数据分析经理,光汇石油,深圳光汇石油集团股份有限公司,500-2000人,福田区,22.50635,114.05691,产品|需求|项目类,数据分析,上市公司,全职
81,43642,5756056,数据分析,"移动互联网,企业服务",不限,1-3年,深圳,"营销数据实践,服务500强客户",8k-15k,数据分析工程师,is smart,深圳易思智科技有限公司,150-500人,南山区,22.668,114.065414,产品|需求|项目类,数据分析,不需要融资,全职
82,175085,4540599,数据分析,金融,本科,5-10年,深圳,"餐补,年终奖",25k-30k,高级数据分析师,海南新浪爱问普惠科技有限公司,海南新浪爱问普惠科技有限公司,500-2000人,南山区,22.545151,113.937903,产品|需求|项目类,数据分析,未融资,全职
83,26088,5815181,数据分析,"移动互联网,O2O",本科,5-10年,深圳,年终丰富，扁平管理，独角兽,20k-40k,高级数据分析师,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,500-2000人,南山区,22.509455,113.919418,产品|需求|项目类,数据分析,A轮,全职
84,51491,5418980,数据分析,旅游,本科,不限,深圳,挑战大，大牛领导，有价值的项目,14k-25k,高级数据分析师,PKFARE比客,深圳马可孛罗科技有限公司,150-500人,南山区,22.537171,113.955996,产品|需求|项目类,数据分析,A轮,全职
85,133420,5724949,数据分析,"金融,移动互联网",本科,3-5年,深圳,综合型集团 年轻又耐撕 低调有实力,12k-22k,数据分析师,深圳中业兴融,深圳中业兴融互联网金融服务有限公司,500-2000人,南山区,22.512676,113.940791,产品|需求|项目类,数据分析,A轮,全职
86,18139,5604770,数据分析,"电子商务,数据服务",本科,5-10年,深圳,"年底双薪,绩效奖金,免费班车,上升空间",15k-30k,数据分析师（微信综合产品部）,京东集团,北京京东世纪贸易有限公司,2000人以上,宝安区,22.549436,113.885817,产品|需求|项目类,数据分析,上市公司,全职
87,93575,5522492,数据分析,"电子商务,其他",本科,1-3年,深圳,数据分析,10k-15k,SQL/VBA 数据分析,Walmart China,沃尔玛（中国）投资有限公司,2000人以上,福田区,22.544741,114.012206,产品|需求|项目类,数据分析,上市公司,全职
88,128065,5682092,数据分析,"企业服务,金融",本科,3-5年,深圳,"平台大,创新型,有挑战",15k-30k,高级数据分析师,深圳白骑士大数据有限公司,深圳白骑士大数据有限公司,50-150人,南山区,22.545687,113.945856,产品|需求|项目类,数据分析,A轮,全职
89,106390,5632076,数据分析,其他,本科,5-10年,深圳,"班车接送,下午茶,员工宿舍,年终奖",20k-35k,高级数据分析师/大数据产品经理,跨越速运,跨越速运集团有限公司,2000人以上,宝安区,22.681331,113.780698,产品|需求|项目类,产品经理,不需要融资,全职
90,451,5243801,数据分析,"移动互联网 ,游戏",本科,3-5年,深圳,技术大咖,15k-30k,CSIG18-高级数据分析师（深圳）,腾讯,腾讯科技（深圳）有限公司,2000人以上,南山区,22.540822,113.934457,开发|测试|运维类,数据开发,上市公司,全职
91,353834,4666617,数据分析,"移动互联网,生活服务",本科,3-5年,深圳,"团队年轻,福利多,年终奖,朝阳行业",15k-30k,资深数据分析师,小黄狗环保科技有限公...,小黄狗环保科技有限公司,2000人以上,南山区,22.554548,113.950586,开发|测试|运维类,数据开发,D轮及以上,全职
92,62,5550043,数据分析,"移动互联网,数据服务",本科,3-5年,深圳,六险一金，弹性工作，免费三餐，租房补贴,20k-40k,数据分析师,字节跳动,北京字节跳动科技有限公司,2000人以上,南山区,22.511996,113.925762,产品|需求|项目类,数据分析,C轮,全职
93,128998,3637090,数据分析,"移动互联网,金融",本科,3-5年,深圳,"年终奖,双休,过节费,旅游",10k-15k,数据分析师,海万科技,上海海万信息科技股份有限公司,500-2000人,福田区,22.568264,114.059297,开发|测试|运维类,数据开发,不需要融资,全职
94,8350,5754130,数据分析,"O2O,生活服务",本科,3-5年,深圳,结构扁平 五险一金 年度旅游 弹性时间,15k-30k,高级数据分析师,万科物业,万科物业发展股份有限公司,2000人以上,福田区,22.567856,114.062189,开发|测试|运维类,数据开发,不需要融资,全职
95,123777,4465656,数据分析,"电子商务,企业服务",大专,1-3年,深圳,"五险一金,上下班车,早晚餐,培训机制",6k-9k,数据分析,通力互联,北京通力互联技术服务有限公司,2000人以上,南山区,22.53842,113.948041,产品|需求|项目类,数据分析,不需要融资,全职
96,83025,5228851,数据分析,电子商务,本科,3-5年,深圳,"大公司,上市公司,领导好,福利好",15k-25k,数据分析师,环球易购,深圳市环球易购电子商务有限公司,2000人以上,南山区,22.508997,113.918725,产品|需求|项目类,数据分析,上市公司,全职
97,539317,5767698,数据分析,房地产建筑,本科,3-5年,深圳,绩效奖金、定期体检、健身俱乐部、包三餐,10k-15k,数据分析师,恒大材料公司,深圳恒大材料设备有限公司,500-2000人,南山区,22.528499,113.923552,产品|需求|项目类,数据分析,不需要融资,全职
98,385,4857865,数据分析,数据服务,本科,1-3年,深圳,AI风口行业 晋升机会大 团队大牛多,15k-30k,数据分析师,iPIN.com,深圳爱拼信息科技有限公司,50-150人,南山区,22.549041,113.943289,产品|需求|项目类,数据分析,B轮,全职
99,16649,4940525,数据分析,电子商务,本科,3-5年,深圳,"跨境电商,腾讯创始人,数据分析",15k-20k,数据分析师,跨海侠,深圳前海跨海侠跨境电子商务有限公司,150-500人,福田区,22.53087,114.03151,运营|编辑|客服类,运营,A轮,全职
100,23071,5614913,数据分析,"移动互联网,数据服务",硕士,1-3年,深圳,"季度奖金,年度奖金,双休",10k-16k,数据分析师,深圳市麦谷科技有限公司,深圳市麦谷科技有限公司,50-150人,南山区,22.541784,113.93084,产品|需求|项目类,数据分析,A轮,全职
101,41178,5513836,数据分析,"移动互联网,O2O",本科,3-5年,深圳,发展空间大,25k-40k,数据分析师(J11494),货拉拉,深圳依时货拉拉科技有限公司,2000人以上,福田区,22.569077,114.059631,产品|需求|项目类,数据分析,C轮,全职
102,404222,5420018,数据分析,"移动互联网,广告营销",本科,5-10年,深圳,妹子多,25k-35k,大数据分析师,小青蛙,西安小青蛙影视文化传播有限公司,15-50人,南山区,22.541069,113.929045,开发|测试|运维类,数据开发,A轮,全职
103,19875,5502885,数据分析,移动互联网,本科,5-10年,深圳,亿级用户、大牛团队、发展空间大,25k-45k,高级\资深数据分析师,vivo,维沃移动通信有限公司,2000人以上,宝安区,22.551716,113.88742,开发|测试|运维类,数据开发,未融资,全职
